,Age,workclass,fnlwgt,education num,marital-status,Occuption,race,sex,capital gain,capital loss,hours per week,native country,revenue
6599,52,3,174421,12,0,9,0,0,0,0,32,0,0
6600,24,3,259351,10,4,2,2,1,0,0,40,4,0
6601,42,0,284403,9,0,0,3,1,0,0,40,0,0
6602,39,3,85319,15,2,9,0,0,7688,0,60,0,1
6603,20,1,340475,10,4,0,0,0,0,0,10,0,0
6604,35,3,170617,9,4,6,3,0,0,0,48,0,0
6605,54,3,94055,13,2,7,0,1,0,0,40,0,0
6606,24,3,117779,13,4,3,0,1,0,0,40,0,0
6607,24,3,209770,13,4,9,0,0,0,0,8,0,0
6608,20,3,317443,10,4,0,3,0,0,0,15,0,0
6609,28,3,107411,13,4,9,0,0,0,0,35,0,0
6610,36,5,122493,9,2,2,0,1,0,0,47,0,0
6611,38,3,101978,10,5,6,0,1,0,2258,55,0,1
6612,22,3,335453,9,4,0,0,0,0,0,60,0,0
6613,56,3,318329,9,2,6,0,1,0,0,40,0,0
6614,24,3,100321,13,2,9,0,1,0,0,45,0,0
6615,24,5,81145,10,4,7,0,0,0,0,75,0,0
6616,22,3,62865,12,4,0,0,0,0,0,40,0,0
6617,21,3,176262,10,4,3,0,0,0,0,30,0,0
6618,42,3,168103,13,2,3,0,1,0,0,40,0,1
6619,41,2,208174,14,0,9,0,0,0,0,55,0,0
6620,19,3,188815,9,4,7,0,0,34095,0,20,0,0
6621,67,5,226092,10,2,4,0,1,0,0,44,0,0
6622,20,3,212668,10,4,11,0,0,0,0,30,0,0
6623,32,3,381583,9,2,2,4,1,0,0,40,0,0
6624,46,3,239439,9,5,6,3,0,0,0,40,0,0
6625,52,3,172493,9,4,11,0,0,0,0,36,0,0
6626,44,3,239876,13,0,9,3,1,0,0,40,0,0
6627,37,2,218184,13,2,9,0,1,0,1887,40,0,1
6628,27,5,206889,10,2,4,0,1,0,0,50,0,0
6629,35,3,110668,9,2,6,3,0,0,0,35,0,0
6630,30,3,211028,9,4,0,0,0,0,0,45,0,0
6631,64,2,202984,9,2,2,0,1,3137,0,40,0,0
6632,48,3,20296,9,0,0,0,0,0,0,37,0,1
6633,35,3,194690,4,0,12,0,0,0,0,40,0,0
6634,28,5,204984,13,4,12,0,1,0,0,45,0,0
6635,63,5,35021,13,2,9,1,1,0,1977,32,26,1
6636,40,5,238574,15,2,9,0,1,0,0,55,0,1
6637,33,3,345360,10,4,11,0,1,0,0,40,0,0
6638,40,3,192381,10,2,2,0,1,0,0,50,0,1
6639,25,3,479765,4,4,11,0,1,0,0,45,24,0
6640,45,4,34091,13,2,3,0,1,0,0,38,0,1
6641,30,3,151773,10,2,6,0,1,0,0,40,0,1
6642,53,3,299080,10,4,0,3,0,0,0,40,0,0
6643,63,3,135339,9,2,0,1,1,2105,0,40,36,0
6644,27,2,52156,10,2,10,0,1,0,0,60,0,0
6645,31,3,318647,7,4,2,0,1,0,0,40,0,0
6646,33,3,80145,9,2,13,0,1,0,0,60,0,0
6647,39,1,343646,13,0,10,0,1,0,0,40,4,1
6648,42,5,198692,10,2,2,0,1,0,0,45,0,1
6649,19,3,266635,9,4,7,3,1,0,0,30,0,0
6650,31,3,197672,13,2,9,0,1,0,0,40,0,0
6651,53,3,185846,9,2,2,0,1,0,0,40,0,0
6652,47,5,315110,10,2,9,0,1,0,0,20,0,0
6653,27,3,220754,16,4,0,0,0,0,0,40,0,0
6654,22,3,64292,9,4,12,0,0,0,0,40,0,0
6655,29,3,126060,9,2,11,0,0,0,0,40,0,1
6656,52,3,78012,9,6,11,0,0,0,1762,40,0,0
6657,32,3,210562,11,0,2,0,1,0,0,46,0,0
6658,23,3,350181,9,4,11,0,1,0,0,40,0,0
6659,27,3,233421,10,4,0,0,1,0,0,20,0,0
6660,53,3,167170,9,6,6,3,0,0,0,40,0,0
6661,18,3,260801,9,4,5,0,1,0,0,20,0,0
6662,41,3,173370,13,5,11,0,0,0,0,30,0,0
6663,27,3,135520,9,2,6,0,0,0,0,40,21,0
6664,30,3,121308,10,0,11,0,1,0,0,40,0,0
6665,41,3,444743,9,0,12,0,0,0,0,40,0,0
6666,21,3,65225,10,4,0,0,0,0,0,30,0,0
6667,58,1,136982,9,3,7,3,0,0,0,40,6,0
6668,45,1,271962,13,0,10,0,0,0,0,40,0,0
6669,40,3,204046,6,0,13,0,1,0,0,40,0,0
6670,21,3,225823,10,4,0,0,0,0,0,40,0,0
6671,29,3,183009,13,4,9,4,0,0,1590,40,0,0
6672,50,3,121038,11,2,7,3,0,0,0,40,0,0
6673,26,3,49092,9,2,2,0,1,0,0,40,0,0
6674,23,3,148709,9,5,5,0,0,0,0,40,0,0
6675,27,3,209205,13,4,12,0,1,0,0,40,0,0
6676,36,2,285865,13,4,0,3,0,0,0,40,0,0
6677,22,0,216129,9,4,0,0,1,0,0,40,0,0
6678,37,0,40955,10,4,7,0,1,0,0,40,28,0
6679,54,3,197189,13,2,13,0,1,0,0,40,0,0
6680,36,3,33001,9,0,4,0,1,0,0,50,0,0
6681,44,3,227399,11,2,3,3,1,0,0,40,0,0
6682,38,3,164050,10,2,10,3,1,0,0,40,0,1
6683,49,3,259087,10,0,2,0,0,0,0,40,0,0
6684,18,3,236262,7,4,5,0,1,0,0,12,0,0
6685,26,3,177929,13,4,11,0,1,0,0,48,0,0
6686,32,3,199963,7,2,6,0,0,0,0,40,0,0
6687,35,1,98776,9,4,12,0,1,0,0,40,0,0
6688,40,3,135056,9,4,0,0,0,0,0,45,0,0
6689,40,5,55363,9,2,2,0,1,3411,0,40,0,0
6690,42,1,102343,15,2,9,1,1,0,0,72,3,1
6691,30,3,231263,9,2,11,0,1,0,0,40,0,0
6692,19,3,226913,10,4,11,0,0,0,0,20,0,0
6693,36,3,129573,12,2,11,0,1,0,0,60,0,1
6694,31,3,191001,9,4,11,0,0,0,0,40,0,0
6695,50,0,69345,12,2,3,0,1,0,0,60,0,0
6696,38,3,204556,9,0,2,3,1,0,0,40,0,0
6697,35,3,192626,10,2,9,0,1,0,0,50,0,1
6698,45,3,202812,13,2,9,0,1,0,0,40,0,1
6699,29,3,405177,6,5,11,0,0,0,0,40,0,0
6700,41,3,227890,10,0,2,0,1,0,0,46,0,1
6701,33,3,101352,15,4,9,0,0,0,0,50,0,1
6702,49,3,82572,10,4,7,0,0,0,0,60,0,0
6703,28,3,132686,10,2,3,0,1,0,0,40,0,1
6704,49,2,149210,13,2,10,3,1,15024,0,40,0,1
6705,27,3,245661,9,5,6,0,0,0,0,40,0,0
6706,47,4,483596,9,2,3,0,1,2885,0,32,0,0
6707,42,1,104663,16,4,3,0,0,0,0,40,25,1
6708,30,3,347166,9,4,3,0,1,0,0,60,0,0
6709,37,2,108540,9,2,2,0,1,0,0,40,0,0
6710,37,3,333305,16,2,9,0,0,0,0,35,0,0
6711,51,3,155408,9,3,11,3,0,0,0,38,0,0
6712,27,0,246372,9,2,7,0,1,0,0,40,0,0
6713,53,3,30290,9,4,11,0,0,0,0,40,0,0
6714,45,3,347321,9,4,2,0,1,0,0,40,0,0
6715,37,4,205852,13,2,9,0,1,0,0,45,0,0
6716,54,1,93449,14,2,9,1,1,0,0,40,3,1
6717,47,4,116927,9,2,3,0,1,0,0,42,0,1
6718,35,3,164526,9,2,7,0,1,0,0,40,29,1
6719,33,3,31573,9,2,6,0,1,0,0,40,0,0
6720,28,2,125159,10,4,0,3,1,0,0,40,19,0
6721,39,1,201105,13,2,3,0,0,0,0,55,0,1
6722,33,3,150570,13,2,11,0,1,0,0,40,0,0
6723,34,3,118941,7,4,7,0,0,0,0,40,38,0
6724,53,3,141388,9,2,13,0,1,0,0,40,0,1
6725,21,3,174714,12,4,0,0,1,0,0,35,0,0
6726,31,1,75755,16,2,3,0,1,7298,0,55,0,1
6727,63,3,133144,9,2,9,0,1,0,0,45,0,0
6728,21,5,318865,10,4,7,0,1,0,0,30,0,0
6729,59,3,109638,9,2,2,0,1,0,0,40,0,1
6730,50,3,92969,2,5,9,3,0,0,0,40,0,0
6731,19,3,144161,9,4,13,0,1,0,0,30,0,0
6732,31,3,183778,13,4,12,0,1,0,0,45,0,0
6733,23,3,398904,13,2,9,0,0,0,0,40,0,0
6734,45,3,170846,11,2,3,0,0,0,0,40,0,1
6735,35,2,204277,13,2,9,0,1,0,0,40,0,0
6736,32,3,205152,13,4,2,0,1,0,0,40,0,0
6737,20,3,225395,4,4,6,0,0,0,0,60,4,0
6738,38,3,33975,9,2,3,0,1,0,0,40,0,1
6739,49,3,147032,9,2,7,1,0,0,0,8,11,0
6740,64,3,174826,9,0,6,0,0,0,0,40,0,0
6741,60,2,232769,7,2,13,0,1,0,0,20,0,0
6742,25,3,36984,13,4,9,0,0,0,0,50,0,0
6743,21,3,292264,9,4,2,0,1,0,0,35,0,0
6744,26,3,303973,9,4,8,0,0,0,1602,15,4,0
6745,23,3,287988,10,4,0,0,1,0,0,20,0,0
6746,67,4,330144,14,2,11,0,1,0,0,48,0,1
6747,24,3,191948,9,0,11,0,0,0,0,30,0,0
6748,46,3,324601,2,5,6,0,0,0,0,40,24,0
6749,38,1,200289,16,2,9,1,1,0,0,40,18,0
6750,20,3,113307,4,4,6,0,1,0,0,40,0,0
6751,26,3,155213,13,4,9,0,1,0,0,48,0,0
6752,58,3,175127,9,2,6,0,1,0,0,40,0,0
6753,31,1,358461,10,4,7,1,1,0,0,40,0,0
6754,37,1,354929,12,0,10,3,1,0,0,38,0,0
6755,45,3,112929,4,0,6,3,0,0,0,35,0,0
6756,33,3,132832,9,4,0,0,0,0,0,50,0,0
6757,33,1,357691,14,2,10,3,1,0,0,40,0,0
6758,35,3,114605,9,0,5,0,1,0,0,25,0,0
6759,60,5,525878,9,2,3,3,1,0,0,40,0,0
6760,21,3,68358,10,4,11,0,0,0,0,20,0,0
6761,38,3,174571,6,2,2,3,1,0,0,45,0,0
6762,40,3,42703,11,0,2,0,0,0,0,40,0,0
6763,40,3,220589,10,2,11,0,0,0,0,40,0,1
6764,44,5,197558,15,2,9,0,1,0,0,70,0,1
6765,27,3,423250,10,2,3,0,1,0,0,60,0,0
6766,34,5,29254,10,2,2,0,1,0,0,55,0,1
6767,49,2,276247,10,2,10,0,1,0,0,40,0,0
6768,37,3,213841,10,2,2,0,1,0,0,50,0,1
6769,52,3,181677,6,2,13,0,1,0,0,30,0,1
6770,46,3,160061,10,2,6,3,1,0,0,40,0,0
6771,43,3,265266,9,2,2,0,1,0,0,40,0,0
6772,46,2,222115,13,0,0,0,0,99999,0,40,0,1
6773,25,1,194954,10,2,7,0,0,0,0,15,0,0
6774,48,3,156926,13,0,0,0,1,0,0,40,0,0
6775,36,2,217414,10,0,10,0,1,0,0,55,0,0
6776,37,3,538443,9,0,2,0,1,14344,0,40,0,1
6777,42,3,383493,14,2,9,0,1,0,0,50,0,1
6778,60,3,193235,12,2,0,0,1,0,0,24,0,0
6779,37,4,99452,10,2,13,0,1,0,0,55,0,1
6780,44,2,254134,12,0,12,3,1,0,0,40,0,0
6781,32,3,90446,6,2,2,0,1,0,0,40,0,0
6782,29,3,116613,13,4,0,0,0,0,0,40,20,0
6783,42,2,238188,14,2,9,0,1,0,0,35,0,1
6784,17,3,95909,7,4,5,0,1,0,0,12,0,0
6785,41,3,82319,8,2,7,0,0,0,0,10,0,0
6786,34,3,182274,10,2,3,0,0,0,1887,40,0,1
6787,56,3,179625,6,5,7,0,0,0,0,32,0,0
6788,28,3,119793,10,4,0,0,1,0,0,40,0,0
6789,28,5,254989,7,4,11,0,1,0,0,40,0,0
6790,19,3,104830,4,4,13,0,1,0,0,25,24,0
6791,49,0,110373,10,2,12,0,1,0,0,40,0,1
6792,36,5,135416,10,2,7,0,0,0,0,50,0,0
6793,25,3,298225,10,2,13,0,1,0,0,35,0,0
6794,42,3,166740,13,0,9,0,1,0,0,40,0,0
6795,47,5,213668,15,2,9,0,1,0,1977,50,0,1
6796,26,3,276624,10,2,10,0,1,0,0,40,0,0
6797,35,3,226789,10,2,3,0,1,0,0,58,0,0
6798,37,3,31023,9,2,2,0,1,0,0,45,0,0
6799,39,2,116666,9,4,10,2,1,4650,0,48,0,0
6800,42,3,136986,9,2,3,0,1,0,0,35,0,1
6801,41,3,179580,10,0,7,0,0,0,0,36,0,1
6802,23,3,103277,10,0,7,0,0,0,0,24,0,0
6803,31,0,351141,9,2,12,0,1,0,0,40,0,0
6804,36,2,191161,10,2,10,0,1,0,0,57,0,1
6805,20,3,148709,10,4,9,0,0,0,0,25,0,0
6806,36,3,128382,10,4,6,0,1,0,0,45,0,0
6807,50,3,144361,9,2,6,0,1,0,0,50,0,1
6808,37,3,172538,9,4,6,0,1,0,0,40,0,0
6809,25,3,102476,13,4,4,0,1,27828,0,50,0,1
6810,39,3,46028,10,0,7,0,0,0,0,60,0,0
6811,32,3,198452,9,2,4,0,0,0,0,40,0,0
6812,59,3,193895,10,6,0,0,0,0,0,35,0,0
6813,29,3,233421,13,2,2,0,1,3411,0,45,0,0
6814,50,3,378747,9,2,13,3,1,0,0,40,0,0
6815,42,3,31251,11,2,11,0,1,0,0,37,0,0
6816,32,3,71540,10,0,9,0,1,0,0,40,0,0
6817,48,3,194772,12,2,11,0,1,0,1902,40,0,1
6818,20,3,34568,9,2,2,0,1,3781,0,35,0,0
6819,50,5,36480,6,0,2,0,1,0,0,45,0,0
6820,18,3,116528,10,4,2,0,1,0,0,30,0,0
6821,60,3,52152,14,4,9,0,1,0,0,50,0,0
6822,42,2,227065,14,4,9,0,1,0,0,22,0,0
6823,49,3,84013,9,0,7,0,0,0,0,35,0,0
6824,35,4,82051,10,2,11,0,0,0,0,40,0,0
6825,30,5,176185,12,2,11,0,1,0,0,60,10,0
6826,59,3,115414,10,2,3,0,1,0,0,40,0,1
6827,24,4,493034,9,4,7,3,1,13550,0,50,0,1
6828,55,3,354923,12,0,0,0,0,0,0,40,0,0
6829,19,3,393712,9,4,0,0,0,0,0,20,0,0
6830,39,3,98941,9,2,2,0,1,0,0,40,0,0
6831,48,3,141483,10,0,3,0,0,0,0,40,0,0
6832,44,3,172479,13,2,9,0,1,7688,0,40,0,1
6833,21,3,226145,10,4,5,0,1,0,0,30,0,0
6834,23,3,394612,13,4,12,3,1,0,0,40,0,0
6835,22,3,231085,10,4,7,0,1,0,0,30,0,0
6836,55,5,183810,14,2,9,0,1,0,0,55,0,1
6837,19,3,186159,10,4,11,0,0,0,0,40,0,0
6838,23,3,162282,10,4,5,0,1,0,0,25,0,0
6839,46,3,219021,9,2,13,0,1,15024,0,44,0,1
6840,23,3,273206,13,4,0,0,0,0,0,23,0,0
6841,47,4,332355,14,2,3,0,1,15024,0,50,0,1
6842,23,3,102729,10,4,11,0,0,0,0,15,0,0
6843,42,3,198096,10,2,7,0,1,0,0,40,0,1
6844,22,1,292933,13,4,0,0,0,0,0,10,0,0
6845,18,3,135924,9,4,0,0,1,0,0,20,0,0
6846,37,3,99146,13,2,3,0,1,0,1977,50,0,1
6847,34,3,27409,5,2,2,0,1,0,0,50,0,0
6848,30,3,299507,12,5,7,0,0,0,0,40,0,0
6849,62,5,102631,10,6,4,0,0,0,0,50,0,0
6850,51,3,153486,10,2,5,0,1,0,0,40,0,0
6851,34,3,434292,9,2,7,3,1,0,0,30,0,0
6852,28,5,240172,14,4,9,0,1,0,0,40,0,0
6853,56,3,219426,6,4,5,0,1,0,0,40,0,0
6854,46,3,295791,9,0,12,0,0,0,0,30,0,0
6855,46,3,114032,10,2,12,0,1,0,1887,45,0,1
6856,23,2,496382,10,3,0,0,0,0,0,40,24,0
6857,33,3,376483,13,2,0,3,0,0,0,30,0,0
6858,27,3,107218,9,4,7,1,1,0,0,40,0,0
6859,21,3,246207,10,4,0,3,0,0,0,20,0,0
6860,36,3,83089,3,2,6,0,1,7298,0,40,4,1
6861,37,2,328301,13,0,9,0,0,0,0,36,0,0
6862,39,2,301614,7,2,7,0,1,0,0,40,0,0
6863,36,3,199739,9,2,13,0,1,7298,0,60,0,1
6864,24,3,180060,12,4,2,0,1,2354,0,40,0,0
6865,26,3,121040,12,4,3,3,0,0,0,40,0,0
6866,37,3,125550,9,0,11,0,0,0,0,60,0,0
6867,34,3,170772,9,2,2,0,1,0,0,50,0,0
6868,33,3,180551,9,0,3,0,0,0,0,40,0,0
6869,33,5,48189,9,2,10,0,1,0,0,30,0,0
6870,20,3,432154,9,4,11,0,0,0,0,8,4,0
6871,26,3,263200,10,0,0,0,0,0,0,38,0,0
6872,47,3,123207,9,2,0,0,0,0,0,20,0,1
6873,17,3,110798,7,4,11,0,0,0,0,20,0,0
6874,53,3,238481,11,2,3,0,1,0,1485,40,0,0
6875,31,3,185528,10,0,11,0,0,0,0,35,0,0
6876,34,3,181311,7,2,6,0,1,0,0,40,0,0
6877,23,3,528616,3,2,7,0,1,0,0,40,4,0
6878,39,3,272950,13,2,2,0,1,0,0,45,0,1
6879,21,3,197583,10,4,0,0,0,0,0,20,0,0
6880,40,3,48612,9,4,0,3,0,0,0,35,0,0
6881,54,2,31533,14,2,0,0,1,7298,0,40,0,1
6882,32,0,148138,13,2,9,1,1,0,2002,40,10,0
6883,29,2,30069,9,2,7,0,0,2635,0,40,0,0
6884,27,2,230885,13,2,10,0,1,0,0,45,0,1
6885,54,3,174102,10,4,3,0,1,0,0,40,0,1
6886,23,3,352606,9,0,8,0,0,0,0,40,0,0
6887,38,3,241153,14,2,3,0,1,0,0,48,0,1
6888,54,3,155433,9,2,7,0,0,0,0,35,0,0
6889,21,3,109414,10,4,9,1,1,0,1974,40,0,0
6890,40,3,125461,11,4,9,0,1,0,0,42,0,0
6891,19,3,331556,6,4,7,0,0,0,0,40,0,0
6892,35,3,223514,13,2,0,3,0,0,0,40,0,0
6893,39,3,115418,10,4,0,0,0,2174,0,45,0,0
6894,41,3,147206,8,2,5,0,1,0,0,40,0,1
6895,26,3,174592,10,4,0,0,0,0,0,40,0,0
6896,35,3,268620,9,0,7,0,0,0,0,45,0,0
6897,70,5,150886,10,2,2,0,1,0,0,25,0,0
6898,45,3,112362,6,2,11,0,1,0,0,40,0,0
6899,83,3,195507,9,6,10,0,1,0,0,55,0,0
6900,59,3,192983,9,5,7,0,0,0,0,40,0,0
6901,18,3,120544,5,4,7,3,1,0,0,15,0,0
6902,31,3,59083,9,2,0,0,1,0,0,40,0,0
6903,43,3,208277,14,2,9,0,0,0,0,45,0,1
6904,24,2,184678,13,4,9,0,0,0,0,40,0,0
6905,33,3,278736,11,2,6,0,1,0,0,50,0,0
6906,48,2,39464,14,4,9,0,0,0,0,52,0,0
6907,27,3,162343,13,2,3,0,1,0,0,40,21,0
6908,41,3,204046,9,2,2,0,1,0,0,40,0,0
6909,25,3,255647,9,2,7,0,0,0,0,25,4,0
6910,53,3,123011,9,0,13,0,1,0,0,40,0,1
6911,66,5,291362,15,2,9,0,1,0,0,50,0,0
6912,31,3,159187,10,2,2,0,1,0,0,40,0,1
6913,30,1,126414,13,3,0,0,1,0,0,40,0,0
6914,22,3,227626,9,0,13,0,1,0,0,40,0,0
6915,47,4,173783,13,2,11,0,1,15024,0,60,0,1
6916,74,3,211075,9,2,3,0,1,0,0,40,0,1
6917,37,3,176756,10,2,0,3,1,0,1485,70,0,1
6918,35,5,31095,10,5,4,0,1,4101,0,60,0,0
6919,51,5,32372,13,2,3,0,1,0,1672,70,0,0
6920,40,3,331651,10,5,7,0,0,0,0,40,0,0
6921,51,2,146325,16,2,9,0,1,0,1887,40,0,1
6922,26,3,515025,6,2,5,0,0,0,0,40,0,0
6923,53,3,394474,12,4,0,3,0,0,0,40,0,0
6924,32,3,400535,9,2,2,0,1,3781,0,40,0,0
6925,29,5,337505,10,2,2,1,1,0,0,40,27,0
6926,42,3,211860,9,5,0,0,1,0,0,40,0,0
6927,22,3,102684,10,4,13,0,1,0,0,32,0,0
6928,33,3,121966,9,0,0,0,0,0,0,40,0,0
6929,21,3,396790,9,4,13,3,1,0,0,20,0,0
6930,46,2,149949,13,2,9,0,1,0,0,45,0,1
6931,25,3,252187,7,4,5,0,1,0,0,40,0,0
6932,29,3,209934,3,2,7,0,1,0,0,40,4,0
6933,29,0,229300,13,4,9,0,1,0,0,48,0,0
6934,33,3,170769,16,0,11,0,1,99999,0,60,0,1
6935,50,3,200618,12,0,2,0,1,0,0,40,0,0
6936,22,3,216984,9,4,0,2,0,0,0,40,0,0
6937,40,3,212760,9,0,2,0,1,0,0,40,0,0
6938,28,3,150309,9,2,6,2,1,0,0,45,0,0
6939,54,3,174655,9,2,0,0,1,0,0,40,0,0
6940,29,3,109621,9,2,2,0,1,0,0,40,0,0
6941,49,3,225124,9,6,6,3,0,0,0,40,0,0
6942,46,3,172695,7,6,7,0,0,0,0,27,22,0
6943,71,5,238479,6,2,2,0,1,0,0,8,0,0
6944,27,3,37754,10,2,4,0,1,0,0,80,0,0
6945,56,3,85018,9,4,0,0,0,0,0,40,0,0
6946,64,3,256466,9,2,12,1,1,0,0,60,11,1
6947,23,3,169188,10,2,3,0,0,0,0,25,0,0
6948,36,3,210945,13,2,9,0,1,0,0,40,0,1
6949,39,2,287031,14,2,9,0,1,0,0,45,0,1
6950,26,3,224361,9,4,3,0,1,0,0,40,0,0
6951,31,0,108464,12,2,12,0,1,0,0,40,0,0
6952,36,3,75826,13,0,0,0,0,0,0,40,0,0
6953,43,3,120277,9,2,2,0,1,0,0,40,0,1
6954,25,3,104439,10,4,0,0,0,0,0,50,0,0
6955,27,3,56870,9,2,6,0,1,0,0,40,0,0
6956,24,3,200819,8,4,11,0,1,0,0,40,0,0
6957,50,5,170562,12,2,10,0,1,0,0,20,0,0
6958,30,3,80933,9,2,2,0,1,0,0,40,0,0
6959,24,3,33088,7,4,5,0,1,0,0,40,0,0
6960,41,2,112763,14,0,9,0,0,7430,0,36,0,1
6961,29,3,177651,10,4,3,0,1,0,0,45,0,0
6962,31,3,261943,10,2,3,0,1,0,0,40,0,0
6963,54,3,169785,10,0,3,0,0,0,0,40,25,0
6964,20,3,141481,7,2,11,0,0,0,0,50,0,0
6965,37,3,433491,9,4,7,0,1,0,0,40,0,0
6966,28,2,86615,9,4,7,3,1,0,0,30,0,0
6967,39,3,125550,9,2,0,0,0,0,0,40,0,1
6968,46,1,421223,10,4,3,0,0,0,0,40,0,0
6969,35,3,26999,13,5,3,0,0,0,0,42,0,0
6970,36,5,241998,10,2,11,0,1,99999,0,20,0,1
6971,44,3,115323,14,2,3,0,1,0,0,40,0,1
6972,34,4,23778,13,0,3,0,1,0,0,50,0,0
6973,28,5,190836,9,2,11,0,1,0,0,50,0,1
6974,38,4,159179,15,2,9,0,1,0,0,45,0,1
6975,35,3,163237,13,2,11,0,1,0,0,52,0,1
6976,61,3,202202,9,4,0,0,0,0,0,40,0,0
6977,45,3,168837,10,0,11,0,0,0,0,40,0,0
6978,36,3,112271,9,2,13,0,1,0,0,40,0,0
6979,34,3,52537,9,4,13,3,1,0,0,30,0,0
6980,27,3,38353,11,2,11,0,1,0,0,60,0,0
6981,22,3,141698,6,4,2,0,1,0,0,40,0,0
6982,26,3,28856,13,4,12,0,0,0,0,40,0,0
6983,19,3,175652,7,4,7,0,0,0,0,15,0,0
6984,36,3,213008,9,0,4,0,1,0,0,40,0,0
6985,51,3,196501,13,0,3,0,1,14084,0,50,0,1
6986,63,3,118798,9,2,2,0,1,99999,0,40,0,1
6987,51,3,92463,9,2,0,0,1,0,0,40,0,0
6988,20,1,125165,10,4,0,0,0,0,0,25,0,0
6989,42,5,103980,11,2,9,0,1,0,0,50,0,0
6990,25,3,53903,10,2,2,0,1,0,0,40,0,0
6991,40,3,179735,11,0,0,0,0,0,0,50,0,0
6992,49,3,122177,9,4,5,0,1,0,0,80,0,0
6993,46,3,188161,9,5,6,3,0,0,0,40,0,0
6994,32,5,170108,9,5,11,0,1,0,0,50,0,0
6995,28,3,175262,10,2,5,3,1,0,0,40,4,0
6996,19,3,164395,9,4,0,0,0,0,0,25,0,0
6997,18,3,115630,7,4,0,3,1,0,0,20,0,0
6998,39,3,178815,9,4,11,0,1,0,0,55,0,0
6999,60,5,168223,13,0,9,0,0,0,0,30,0,0
7000,46,2,202560,13,0,9,0,0,0,1408,40,0,0
7001,38,3,100295,4,2,6,0,0,0,0,50,8,1
7002,36,3,172256,9,2,6,0,1,0,0,44,0,1
7003,45,3,51664,10,2,11,0,1,0,0,40,0,0
7004,60,1,358893,13,0,9,0,0,0,2339,40,0,0
7005,30,3,115963,7,2,2,0,1,0,0,40,0,0
7006,22,3,333910,10,4,12,0,0,0,0,43,0,0
7007,23,3,148948,10,4,3,0,1,0,0,45,0,0
7008,48,1,130561,10,4,9,3,0,0,0,24,0,0
7009,46,3,428350,9,2,7,0,0,0,0,15,0,0
7010,43,3,188808,14,2,3,0,1,0,0,45,0,1
7011,25,3,112847,9,2,13,4,1,0,0,40,0,0
7012,50,3,110748,10,4,9,0,1,0,0,40,0,0
7013,61,4,156653,9,0,11,0,1,0,0,55,0,0
7014,35,3,196491,13,4,11,0,1,0,0,50,0,0
7015,65,2,254413,10,0,3,0,0,0,0,40,0,0
7016,56,3,91262,9,2,13,1,1,0,0,45,0,0
7017,43,5,154785,13,2,6,1,0,0,0,80,15,0
7018,55,3,84231,9,2,13,0,1,0,0,50,0,0
7019,22,3,226327,10,4,0,0,0,0,0,40,0,0
7020,40,3,248406,10,0,6,0,1,0,0,32,0,0
7021,35,3,54317,9,2,4,0,1,0,1672,50,0,0
7022,20,3,95918,5,2,6,0,1,0,0,40,0,0
7023,46,2,375675,8,2,7,0,1,0,0,35,0,1
7024,43,3,244172,9,5,13,0,1,0,0,40,4,0
7025,39,3,326342,7,2,7,3,1,2635,0,37,0,0
7026,34,3,77271,9,4,3,0,0,0,0,20,7,0
7027,35,3,33397,9,0,7,0,0,0,0,35,0,0
7028,30,3,446358,9,4,0,0,1,0,0,41,0,0
7029,25,3,151810,9,4,6,3,1,0,0,28,0,0
7030,44,3,125461,14,2,3,0,1,0,0,35,0,1
7031,35,3,133906,9,0,0,0,0,0,0,40,0,0
7032,41,3,155106,9,2,5,0,1,0,0,40,0,0
7033,43,0,203637,13,2,0,0,1,7298,0,40,0,1
7034,32,3,232766,10,4,0,0,0,0,0,40,0,0
7035,50,3,305319,4,2,2,0,1,0,0,40,0,0
7036,20,3,121023,10,4,0,0,0,0,0,15,0,0
7037,29,3,198997,9,2,0,0,0,0,0,20,0,0
7038,38,3,167140,15,2,9,0,1,99999,0,70,0,1
7039,20,3,38772,6,4,5,0,1,0,0,50,0,0
7040,41,3,253759,9,4,11,3,0,0,0,40,0,0
7041,27,3,130067,10,4,3,0,0,0,0,65,0,0
7042,37,3,203828,5,2,2,0,1,0,0,40,0,0
7043,31,3,156464,6,0,7,0,1,0,0,40,0,0
7044,49,3,72333,10,0,0,1,0,0,0,40,0,0
7045,33,2,83671,13,4,9,3,0,0,0,50,0,0
7046,31,3,339482,9,2,2,0,1,0,1848,40,0,1
7047,19,3,91928,10,4,7,0,0,0,0,35,0,0
7048,44,3,99203,4,2,6,0,1,0,0,40,0,0
7049,31,4,455995,10,4,3,0,1,0,0,65,0,1
7050,62,3,192515,9,6,4,0,0,0,0,40,0,0
7051,65,5,111483,10,2,3,0,1,0,2174,10,0,1
7052,17,3,221129,5,2,7,0,1,0,0,40,0,0
7053,60,3,85413,9,2,13,0,1,0,0,44,0,1
7054,31,3,196125,7,2,2,0,1,0,0,40,0,0
7055,29,3,265638,10,4,7,3,0,0,0,40,0,0
7056,53,3,177727,9,2,6,0,1,0,0,40,0,1
7057,44,3,205822,10,2,11,0,1,0,0,40,0,1
7058,43,3,112607,7,2,11,0,1,0,0,60,0,0
7059,40,0,177595,10,2,2,0,1,0,1579,40,0,0
7060,18,3,183315,7,4,11,3,0,0,0,10,0,0
